room_type,review_count,avg_rating,is_superhost,bedrooms,beds,bathrooms,persons,lat,lng,neighborhood,dist_center_km,is_tourist_zone,is_entire_home,est_active_months,est_start_year,price_eur_night,early_adopter,log_price,maturity,price_tier
Entire home/apt,171,4.91,1,1,2,1,3,41.32121,19.80995,Blloku,1.196,1,1,68,2020,241.0,1,5.488937726156687,veteran,mid
Entire home/apt,5,4.6,0,2,3,2,5,41.32284,19.79813,Kombinat,2.341,0,1,2,2025,478.0,0,6.171700597410915,early,premium
Entire home/apt,20,4.95,1,2,3,2,5,41.32245351629675,19.797581546008587,Kombinat,2.41,0,1,8,2025,378.0,0,5.937536205082426,active,premium
Entire home/apt,158,4.97,1,1,1,1,3,41.3206,19.80838,Kombinat,1.378,0,1,63,2020,274.0,1,5.616771097666572,veteran,mid
Entire home/apt,47,4.85,1,1,1,2,2,41.31637,19.80976,Shkoza,1.585,0,1,19,2024,311.0,0,5.7430031878094825,active,premium
Entire home/apt,88,4.86,0,1,1,1,3,41.31785,19.80362,Kombinat,1.987,0,1,35,2023,227.0,0,5.429345628954441,established,mid
Entire home/apt,13,5.0,1,1,2,1,2,41.31682968139648,19.806049346923828,Kombinat,1.837,0,1,5,2025,337.0,0,5.823045895483019,active,premium
Private room,123,4.86,0,1,2,1,2,41.3237,19.80467,Kombinat,1.613,0,0,49,2021,209.0,0,5.3471075307174685,established,mid
Entire home/apt,6,5.0,1,1,2,1,2,41.31807591099752,19.802556265745537,Kombinat,2.075,0,1,2,2025,615.0,0,6.423246963533519,early,luxury
Entire home/apt,3,5.0,1,1,1,1,2,41.31889938111381,19.805896799999992,Kombinat,1.712,0,1,1,2025,319.0,0,5.768320995793772,early,premium
Entire home/apt,266,4.92,1,1,1,1,2,41.32366,19.8081,Blloku,1.251,1,1,84,2018,267.0,1,5.5909869805108565,veteran,mid
Entire home/apt,39,4.79,0,2,4,2,5,41.32262788196746,19.809303193284595,Blloku,1.175,1,1,16,2024,431.0,0,6.068425588244111,active,premium
Entire home/apt,61,4.95,1,1,1,1,2,41.32244,19.80573,Kombinat,1.545,0,1,24,2023,272.0,0,5.60947179518496,established,mid
Entire home/apt,3,5.0,0,1,1,1,3,41.311525249098445,19.802581183612347,Kombinat,2.519,0,1,1,2025,211.0,0,5.356586274672012,early,mid
Entire home/apt,82,4.8,0,1,2,1,2,41.31741,19.80666,Kombinat,1.744,0,1,33,2023,248.0,0,5.517452896464707,established,mid
Entire home/apt,19,5.0,1,1,1,2,3,41.32980879296567,19.838249655017087,Kinostudio,2.185,0,1,8,2025,308.0,0,5.733341276897746,active,premium
Entire home/apt,32,4.75,0,1,3,1,2,41.32554,19.84634,Don Bosko,3.076,0,1,13,2024,215.0,0,5.375278407684165,active,mid
Entire home/apt,60,4.87,0,1,2,1,3,41.333061258942536,19.8324204236269,Center,1.643,1,1,24,2023,289.0,0,5.66988092298052,established,mid
Entire home/apt,133,4.93,1,0,2,1,2,41.336209,19.831952,Bulevardi,1.76,1,1,53,2021,215.0,0,5.375278407684165,established,mid
Entire home/apt,119,4.96,1,1,1,1,3,41.3293423,19.8308448,Center,1.363,1,1,48,2021,433.0,0,6.073044534100405,established,premium
Entire home/apt,0,4.92,0,1,2,1,2,41.32740258099541,19.846276715397835,Don Bosko,3.061,0,1,1,2025,218.0,0,5.389071729816501,new,mid
Entire home/apt,42,4.98,1,2,3,1,4,41.3279,19.84479,Kinostudio,2.896,0,1,17,2024,331.0,0,5.805134968916488,active,premium
Entire home/apt,100,4.89,1,1,1,1,2,41.32513,19.83205,Center,1.505,1,1,40,2022,294.0,0,5.68697535633982,established,mid
Entire home/apt,6,5.0,1,1,2,1,3,41.3384910940143,19.83043123036623,Bulevardi,1.784,1,1,2,2025,299.0,0,5.703782474656201,early,mid
Entire home/apt,100,4.82,1,1,1,1,3,41.32779,19.83446,Center,1.75,1,1,40,2022,289.0,0,5.66988092298052,established,mid
Entire home/apt,0,4.92,1,1,2,1,3,41.327064725239005,19.8317662999034,Center,1.451,1,1,1,2025,297.0,0,5.697093486505405,new,mid
Entire home/apt,10,4.9,0,2,1,1,2,41.34309224427531,19.831725968786625,Liqeni,2.255,1,1,4,2025,550.0,0,6.311734809152915,early,luxury
Entire home/apt,10,4.9,1,1,1,1,2,41.33033,19.83421,Center,1.75,1,1,4,2025,358.0,0,5.883322388488279,early,premium
Entire home/apt,13,5.0,0,2,3,2,4,41.3392,19.83957,Kinostudio,2.656,0,1,5,2025,577.0,0,6.359573868672378,active,luxury
Entire home/apt,0,4.92,0,1,1,1,3,41.325598362312064,19.830156303942204,Center,1.289,1,1,1,2025,405.0,0,6.0063531596017325,new,premium
Entire home/apt,44,4.95,1,1,2,2,4,41.32574035783195,19.83111653476953,Center,1.392,1,1,18,2024,304.0,0,5.720311776607412,active,premium
Entire home/apt,9,4.89,1,1,2,1,3,41.33416141056248,19.835230372846127,Center,1.978,1,1,4,2025,360.0,0,5.8888779583328805,early,premium
Entire home/apt,44,4.91,1,2,4,2,4,41.3423925,19.8334466,Liqeni,2.326,1,1,18,2024,358.0,0,5.883322388488279,active,premium
Entire home/apt,0,4.92,1,1,1,1,2,41.32849881416068,19.84562795609236,Kinostudio,2.991,0,1,1,2025,245.0,0,5.5053315359323625,new,mid
Entire home/apt,75,4.68,0,2,3,1,4,41.33304625119767,19.83240680489348,Center,1.641,1,1,30,2023,347.0,0,5.8522024797744745,established,premium
Entire home/apt,47,4.87,1,1,1,1,4,41.33052755314184,19.836697205901142,Center,2.026,1,1,19,2024,289.0,0,5.66988092298052,active,mid
Entire home/apt,20,4.95,1,1,1,1,3,41.34198026372304,19.83096532523632,Liqeni,2.106,1,1,8,2025,436.0,0,6.07993319509559,active,premium
Entire home/apt,13,5.0,1,1,1,1,4,41.32594682419772,19.83613662421704,Center,1.943,1,1,5,2025,289.0,0,5.66988092298052,active,mid
Entire home/apt,73,4.88,0,1,1,1,3,41.32644332945256,19.8459991067648,Don Bosko,3.032,0,1,29,2023,284.0,0,5.652489180268651,established,mid
Entire home/apt,70,4.89,1,1,2,1,3,41.33007,19.84507,Kinostudio,2.941,0,1,28,2023,206.0,0,5.332718793265369,established,mid
Entire home/apt,58,4.88,1,2,2,2,5,41.33779,19.83876,Kinostudio,2.503,0,1,23,2024,264.0,0,5.579729825986222,established,mid
Entire home/apt,3,4.67,1,1,1,1,2,41.32831939359073,19.84530937312411,Kinostudio,2.955,0,1,1,2025,210.0,0,5.351858133476067,early,mid
Entire home/apt,120,4.97,1,0,2,1,2,41.333496027497326,19.834578931331635,Center,1.884,1,1,48,2021,337.0,0,5.823045895483019,established,premium
Entire home/apt,41,4.68,0,1,1,2,6,41.32966,19.83781,Kinostudio,2.135,0,1,16,2024,259.0,0,5.560681631015528,active,mid
Entire home/apt,2,4.92,0,1,1,1,4,41.32585,19.83187,Center,1.473,1,1,1,2025,304.0,0,5.720311776607412,early,premium
Entire home/apt,4,5.0,0,1,1,1,3,41.34065014465836,19.844936951994896,Kinostudio,3.258,0,1,2,2025,742.0,0,6.610696044717759,early,luxury
Entire home/apt,8,5.0,0,1,1,1,3,41.34107230697197,19.845338948071003,Kinostudio,3.319,0,1,3,2025,465.0,0,6.144185634125646,early,premium
Entire home/apt,77,4.78,1,2,3,1,5,41.32868,19.8348719,Center,1.8,1,1,31,2023,334.0,0,5.814130531825066,established,premium
Entire home/apt,8,5.0,0,2,3,1,4,41.34230217870001,19.841186553239822,Liqeni,2.988,1,1,3,2025,314.0,0,5.752572638825633,early,premium
Entire home/apt,60,4.85,0,1,1,1,2,41.33306478348723,19.83246199786663,Center,1.648,1,1,24,2023,314.0,0,5.752572638825633,established,premium
Entire home/apt,23,4.74,0,1,2,1,3,41.32537,19.83345,Center,1.654,1,1,9,2025,349.0,0,5.857933154483459,active,premium
Entire home/apt,10,5.0,1,1,3,2,4,41.34316,19.83254,Liqeni,2.32,1,1,4,2025,338.0,0,5.82600010738045,early,premium
Entire home/apt,3,5.0,1,1,1,1,3,41.3283540285079,19.83897831240188,Kinostudio,2.253,0,1,1,2025,347.0,0,5.8522024797744745,early,premium
Entire home/apt,76,4.92,1,1,1,1,2,41.32831,19.84584,Don Bosko,3.014,0,1,30,2023,300.0,0,5.707110264748875,established,mid
Entire home/apt,11,4.91,1,1,2,1,3,41.33435777443388,19.835083857178688,Center,1.971,1,1,4,2025,339.0,0,5.8289456176102075,active,premium
Entire home/apt,11,5.0,0,1,2,1,3,41.33306312093999,19.83640527717088,Kinostudio,2.06,0,1,4,2025,392.0,0,5.973809611869261,active,premium
Entire home/apt,210,4.87,1,1,1,1,2,41.33256,19.83819,Kinostudio,2.235,0,1,84,2018,211.0,1,5.356586274672012,veteran,mid
Entire home/apt,59,4.97,1,1,2,1,2,41.32879,19.8456,Kinostudio,2.989,0,1,24,2023,281.0,0,5.641907070938114,established,mid
Entire home/apt,44,4.91,1,1,2,1,3,41.32642269232265,19.831041768193245,Center,1.375,1,1,18,2024,256.0,0,5.54907608489522,active,mid
Entire home/apt,18,5.0,1,1,1,1,3,41.33513214785321,19.83518745750189,Kinostudio,2.017,0,1,7,2025,303.0,0,5.717027701406222,active,premium
Entire home/apt,122,4.89,1,2,3,1,5,41.34486,19.83666,Liqeni,2.773,1,1,49,2021,511.0,0,6.238324625039508,established,luxury
Entire home/apt,115,4.89,1,1,1,1,3,41.33367,19.83464,Center,1.897,1,1,46,2022,289.0,0,5.66988092298052,established,mid
Entire home/apt,26,4.85,1,1,1,1,2,41.33251,19.84032,Kinostudio,2.463,0,1,10,2025,267.0,0,5.5909869805108565,active,mid
Entire home/apt,5,5.0,1,1,2,1,3,41.3418844,19.8308919,Liqeni,2.093,1,1,2,2025,418.0,0,6.037870919922137,early,premium
Entire home/apt,3,5.0,1,0,1,1,2,41.3340229036468,19.83427718281746,Center,1.875,1,1,1,2025,241.0,0,5.488937726156687,early,mid
Entire home/apt,51,5.0,1,1,2,1,3,41.32587,19.8311,Center,1.388,1,1,20,2024,388.0,0,5.963579343618446,established,premium
Entire home/apt,18,4.83,1,1,2,1,3,41.32705,19.83228,Center,1.508,1,1,7,2025,272.0,0,5.60947179518496,active,mid
Entire home/apt,13,5.0,1,1,1,1,4,41.32623158822357,19.832002334296703,Center,1.483,1,1,5,2025,374.0,0,5.926926025970411,active,premium
Entire home/apt,8,5.0,1,1,1,1,3,41.32843248075584,19.83893452380373,Kinostudio,2.248,0,1,3,2025,349.0,0,5.857933154483459,early,premium
Entire home/apt,0,4.92,0,1,1,1,2,41.32562782115322,19.8301324993372,Center,1.286,1,1,1,2025,253.0,0,5.537334267018537,new,mid
Entire home/apt,109,4.99,1,2,3,2,5,41.340955746553504,19.841954670846462,Kinostudio,2.982,0,1,44,2022,206.0,0,5.332718793265369,established,mid
Entire home/apt,0,4.92,1,1,1,1,3,41.32843159980319,19.84555386006832,Kinostudio,2.983,0,1,1,2025,245.0,0,5.5053315359323625,new,mid
Entire home/apt,93,4.92,1,1,2,1,3,41.326096,19.831585,Center,1.439,1,1,37,2022,231.0,0,5.44673737166631,established,mid
Entire home/apt,204,4.9,0,1,1,1,2,41.32986895014273,19.83403611928225,Center,1.722,1,1,82,2019,338.0,1,5.82600010738045,veteran,premium
Entire home/apt,154,4.97,1,2,3,3,5,41.34095378836523,19.842106481553987,Kinostudio,2.997,0,1,62,2020,206.0,1,5.332718793265369,veteran,mid
Entire home/apt,2,4.92,0,1,1,1,3,41.330777913897904,19.830357402980503,Center,1.344,1,1,1,2025,250.0,0,5.5254529391317835,early,mid
Entire home/apt,133,4.88,1,1,1,1,3,41.32691789592938,19.839284777771,Kinostudio,2.286,0,1,53,2021,624.0,0,6.437751649736401,established,luxury
Entire home/apt,96,4.92,1,1,1,1,2,41.3268255285531,19.84531916677952,Don Bosko,2.956,0,1,38,2022,248.0,0,5.517452896464707,established,mid
Entire home/apt,93,4.92,1,1,1,1,3,41.33216550257831,19.83383763581514,Center,1.758,1,1,37,2022,289.0,0,5.66988092298052,established,mid
Entire home/apt,16,5.0,1,3,7,3,7,41.332248869980944,19.834959835968025,Center,1.88,1,1,6,2025,703.0,0,6.556778356158042,active,luxury
Entire home/apt,2,4.92,0,0,1,1,3,41.3277903272282,19.83397962525487,Center,1.696,1,1,1,2025,495.0,0,6.206575926724928,early,premium
Entire home/apt,6,5.0,1,1,1,1,2,41.341189187368656,19.82680870444504,Bulevardi,1.766,1,1,2,2025,330.0,0,5.802118375377063,early,premium
Entire home/apt,3,5.0,0,2,2,1,3,41.340625499887096,19.82931207865477,Bulevardi,1.874,1,1,1,2025,396.0,0,5.983936280687191,early,premium
Entire home/apt,14,4.71,0,1,3,1,4,41.34854,19.8435,Liqeni,3.61,1,1,6,2025,197.0,0,5.288267030694535,active,mid
Entire home/apt,4,5.0,1,1,1,1,3,41.34216,19.82663,Bulevardi,1.85,1,1,2,2025,324.0,0,5.783825182329737,early,premium
Entire home/apt,1,4.92,0,1,1,1,3,41.34574661830919,19.835409075021744,Liqeni,2.746,1,1,1,2025,289.0,0,5.66988092298052,early,mid
Entire home/apt,0,4.92,0,1,1,1,3,41.34493008560364,19.826723411679268,Laprake,2.13,0,1,1,2025,440.0,0,6.089044875446846,new,premium
Entire home/apt,9,5.0,1,1,1,1,3,41.34203544517744,19.833383302805828,Liqeni,2.293,1,1,4,2025,330.0,0,5.802118375377063,early,premium
Entire home/apt,6,5.0,0,1,1,1,2,41.3416883,19.8411131,Kinostudio,2.944,0,1,2,2025,422.0,0,6.0473721790462776,early,premium
Entire home/apt,5,4.8,0,1,1,1,2,41.34369,19.82851,Laprake,2.101,0,1,2,2025,327.0,0,5.793013608384144,early,premium
Entire home/apt,54,4.74,1,1,1,1,3,41.340122545643496,19.828911423683167,Bulevardi,1.802,1,1,22,2024,285.0,0,5.655991810819852,established,mid
Entire home/apt,20,4.85,0,2,4,2,5,41.34396,19.831335,Liqeni,2.303,1,1,8,2025,421.0,0,6.045005314036012,active,premium
Entire home/apt,3,5.0,0,1,1,1,4,41.34161753647864,19.827860668301582,Bulevardi,1.868,1,1,1,2025,511.0,0,6.238324625039508,early,luxury
Entire home/apt,4,5.0,0,1,2,1,4,41.34060838265522,19.84217260032892,Kinostudio,2.984,0,1,2,2025,303.0,0,5.717027701406222,early,premium
Entire home/apt,1,4.92,0,1,1,1,3,41.34075,19.82881,Bulevardi,1.85,1,1,1,2025,371.0,0,5.918893854273146,early,premium
Entire home/apt,2,4.92,1,1,1,1,2,41.34239,19.82649,Laprake,1.865,0,1,1,2025,330.0,0,5.802118375377063,early,premium
Entire home/apt,0,4.92,0,1,1,1,2,41.34288378755253,19.828882893917857,Laprake,2.048,0,1,1,2025,300.0,0,5.707110264748875,new,mid
Entire home/apt,1,4.92,0,1,1,1,3,41.342999,19.828182,Laprake,2.017,0,1,1,2025,450.0,0,6.111467339502679,early,premium
Entire home/apt,22,4.91,1,2,3,1,5,41.34141,19.82862,Bulevardi,1.896,1,1,9,2025,602.0,0,6.401917196727186,active,luxury
Entire home/apt,1,4.92,0,1,1,1,3,41.34677,19.83897,Liqeni,3.104,1,1,1,2025,317.0,0,5.762051382780177,early,premium
Entire home/apt,1,4.92,1,1,2,1,3,41.341977,19.830868,Liqeni,2.099,1,1,1,2025,454.0,0,6.12029741895095,early,premium
Entire home/apt,18,4.83,1,1,1,1,2,41.34066220635876,19.82863635396728,Bulevardi,1.831,1,1,7,2025,330.0,0,5.802118375377063,active,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.34351346165352,19.826564423166005,Laprake,1.98,0,1,1,2025,310.0,0,5.739792912179234,new,premium
Entire home/apt,1,4.92,0,1,3,1,4,41.34108,19.83025,Bulevardi,1.979,1,1,1,2025,487.0,0,6.1903154058531475,early,premium
Entire home/apt,4,5.0,0,1,2,1,2,41.34403752885091,19.828321002423763,Laprake,2.124,0,1,2,2025,411.0,0,6.021023349349527,early,premium
Entire home/apt,132,4.71,1,2,5,1,6,41.34056,19.82827,Bulevardi,1.797,1,1,53,2021,368.0,0,5.910796644040527,established,premium
Entire home/apt,6,5.0,0,2,4,1,5,41.350220859463846,19.825333092151563,Laprake,2.627,0,1,2,2025,404.0,0,6.003887067106539,early,premium
Entire home/apt,0,4.92,1,1,2,1,3,41.34721399446358,19.832602676933988,Laprake,2.678,0,1,1,2025,312.0,0,5.746203190540153,new,premium
Entire home/apt,5,5.0,0,2,3,1,5,41.34339691895951,19.83519751578569,Liqeni,2.543,1,1,2,2025,336.0,0,5.820082930352362,early,premium
Entire home/apt,1,4.92,0,1,2,1,3,41.34201,19.82769,Laprake,1.895,0,1,1,2025,457.0,0,6.126869184114185,early,premium
Entire home/apt,0,4.92,0,1,1,1,4,41.341153968293845,19.826913362980896,Bulevardi,1.769,1,1,1,2025,340.0,0,5.831882477283517,new,premium
Entire home/apt,1,4.92,0,1,1,1,3,41.34377292361792,19.835399743552127,Liqeni,2.588,1,1,1,2025,562.0,0,6.333279628139691,early,luxury
Entire home/apt,52,4.9,1,2,3,2,4,41.35655,19.83463,Laprake,3.678,0,1,21,2024,219.0,0,5.393627546352361,established,mid
Entire home/apt,12,4.92,1,1,1,1,2,41.34800935538988,19.833234200233527,Laprake,2.79,0,1,5,2025,319.0,0,5.768320995793772,active,premium
Entire home/apt,30,4.93,1,1,1,1,2,41.34707,19.8337,Laprake,2.737,0,1,12,2024,493.0,0,6.202535517187923,active,premium
Entire home/apt,1,4.92,0,0,2,0,3,41.3410095,19.8417414,Kinostudio,2.965,0,1,1,2025,703.0,0,6.556778356158042,early,luxury
Entire home/apt,1,4.92,0,1,1,1,3,41.3456,19.83951,Liqeni,3.061,1,1,1,2025,396.0,0,5.983936280687191,early,premium
Entire home/apt,2,4.92,1,1,2,1,3,41.34777975948686,19.832831944919786,Laprake,2.744,0,1,1,2025,389.0,0,5.966146739123692,early,premium
Entire home/apt,2,4.92,0,3,4,2,7,41.34893649118527,19.82639671202812,Laprake,2.528,0,1,1,2025,440.0,0,6.089044875446846,early,premium
Entire home/apt,2,4.92,0,1,2,1,4,41.34513227633232,19.838545307472245,Liqeni,2.947,1,1,1,2025,460.0,0,6.133398042996649,early,premium
Entire home/apt,4,5.0,0,2,4,2,5,41.34189631048194,19.83633036050133,Liqeni,2.527,1,1,2,2025,654.0,0,6.484635235635252,early,luxury
Entire home/apt,14,4.86,1,1,3,2,3,41.34299,19.83296,Liqeni,2.337,1,1,6,2025,272.0,0,5.60947179518496,active,mid
Entire home/apt,104,4.88,0,2,1,2,5,41.34041445423596,19.829283125259963,Bulevardi,1.853,1,1,42,2022,462.0,0,6.137727054086234,established,premium
Entire home/apt,5,5.0,0,1,2,1,2,41.34208,19.83627,Liqeni,2.534,1,1,2,2025,197.0,0,5.288267030694535,early,mid
Entire home/apt,6,5.0,0,1,2,1,3,41.34325,19.835119,Liqeni,2.525,1,1,2,2025,338.0,0,5.82600010738045,early,premium
Entire home/apt,4,4.5,0,1,2,1,2,41.34257,19.83406,Liqeni,2.389,1,1,2,2025,334.0,0,5.814130531825066,early,premium
Entire home/apt,13,4.92,0,1,1,1,3,41.34044827269814,19.829172268509865,Bulevardi,1.848,1,1,5,2025,314.0,0,5.752572638825633,active,premium
Entire home/apt,10,4.9,1,1,2,1,2,41.34743,19.83246,Laprake,2.688,0,1,4,2025,279.0,0,5.634789603169249,early,mid
Entire home/apt,6,4.83,1,1,1,1,3,41.34771,19.8325,Laprake,2.716,0,1,2,2025,366.0,0,5.905361848054571,early,premium
Entire home/apt,2,4.92,0,2,6,2,5,41.34459,19.83572,Liqeni,2.677,1,1,1,2025,411.0,0,6.021023349349527,early,premium
Entire home/apt,4,5.0,1,2,3,1,4,41.34807,19.8333,Laprake,2.8,0,1,2,2025,458.0,0,6.129050210060545,early,premium
Entire home/apt,0,4.92,0,1,1,1,2,41.34064,19.82942,Bulevardi,1.882,1,1,1,2025,562.0,0,6.333279628139691,new,luxury
Entire home/apt,3,5.0,0,1,1,1,3,41.34287,19.83188,Liqeni,2.247,1,1,1,2025,527.0,0,6.269096283706261,early,luxury
Entire home/apt,3,5.0,0,1,2,1,3,41.31754688776997,19.84161767774273,Don Bosko,2.773,0,1,1,2025,459.0,0,6.131226489483141,early,premium
Private room,23,4.87,1,1,1,1,2,41.316731751740114,19.85568221658468,Don Bosko,4.276,0,0,9,2025,274.0,0,5.616771097666572,active,mid
Entire home/apt,36,4.94,1,1,1,1,2,41.32336,19.84928,Don Bosko,3.425,0,1,14,2024,404.0,0,6.003887067106539,active,premium
Entire home/apt,44,4.95,1,1,2,1,3,41.328674,19.846384,Don Bosko,3.076,0,1,18,2024,289.0,0,5.66988092298052,active,mid
Entire home/apt,5,5.0,0,2,4,0,5,41.3105,19.84327,Don Bosko,3.316,0,1,2,2025,341.0,0,5.834810737062605,early,premium
Entire home/apt,16,4.44,0,1,2,1,3,41.32236,19.84103,Don Bosko,2.543,0,1,6,2025,314.0,0,5.752572638825633,active,premium
Private room,0,4.89,1,1,3,1,5,41.31784991395302,19.85540816898705,Don Bosko,4.213,0,0,1,2025,352.0,0,5.8664680569332965,new,premium
Entire home/apt,28,4.93,0,1,1,1,3,41.32201458930732,19.8569143563509,Don Bosko,4.285,0,1,11,2025,255.0,0,5.545177444479562,active,mid
Entire home/apt,3,5.0,0,2,2,2,5,41.31949300424682,19.85569830983877,Don Bosko,4.202,0,1,1,2025,567.0,0,6.342121418721152,early,luxury
Entire home/apt,1,4.92,0,1,1,1,3,41.325354097245175,19.84896872118844,Don Bosko,3.368,0,1,1,2025,426.0,0,6.056784013228625,early,premium
Entire home/apt,0,4.92,0,2,2,1,4,41.32514736228255,19.84536949405971,Don Bosko,2.972,0,1,1,2025,330.0,0,5.802118375377063,new,premium
Private room,5,4.8,1,1,1,1,2,41.316146889852895,19.85662205508694,Don Bosko,4.394,0,0,2,2025,274.0,0,5.616771097666572,early,mid
Private room,3,4.67,1,1,1,1,2,41.3176611198839,19.8561621521152,Don Bosko,4.299,0,0,1,2025,274.0,0,5.616771097666572,early,mid
Private room,1,4.92,1,1,1,1,2,41.31763005966109,19.854798706099253,Don Bosko,4.154,0,0,1,2025,274.0,0,5.616771097666572,early,mid
Private room,0,4.89,1,1,1,1,2,41.31570581429549,19.85467346740822,Don Bosko,4.202,0,0,1,2025,274.0,0,5.616771097666572,new,mid
Entire home/apt,5,5.0,1,1,1,1,2,41.32266,19.84964,Don Bosko,3.476,0,1,2,2025,454.0,0,6.12029741895095,early,premium
Entire home/apt,1,4.92,1,1,2,1,3,41.32739403953457,19.845916463047004,Don Bosko,3.021,0,1,1,2025,351.0,0,5.863631175598097,early,premium
Private room,2,4.92,1,1,2,1,5,41.31668315820754,19.855684228241444,Don Bosko,4.277,0,0,1,2025,347.0,0,5.8522024797744745,early,premium
Entire home/apt,1,4.92,0,1,1,1,2,41.32526622390876,19.8495791767212,Don Bosko,3.437,0,1,1,2025,352.0,0,5.8664680569332965,early,premium
Entire home/apt,17,5.0,0,2,3,1,5,41.32370391401028,19.841543622314934,Don Bosko,2.57,0,1,7,2025,365.0,0,5.902633333401366,active,premium
Private room,0,4.89,1,1,1,1,2,41.317346961451626,19.854687123125235,Don Bosko,4.151,0,0,1,2025,274.0,0,5.616771097666572,new,mid
Entire home/apt,0,4.92,1,1,2,1,4,41.32255,19.84973,Don Bosko,3.488,0,1,1,2025,594.0,0,6.38856140554563,new,luxury
Entire home/apt,0,4.92,1,1,2,1,3,41.32371993858192,19.84863774991058,Don Bosko,3.349,0,1,1,2025,577.0,0,6.359573868672378,new,luxury
Entire home/apt,1,4.92,0,1,1,1,3,41.318065166667466,19.84275079135307,Don Bosko,2.868,0,1,1,2025,231.0,0,5.44673737166631,early,mid
Entire home/apt,1,4.92,1,1,1,1,2,41.32282,19.84952,Don Bosko,3.46,0,1,1,2025,454.0,0,6.12029741895095,early,premium
Entire home/apt,10,4.9,1,1,4,1,3,41.32817352643136,19.847560804896165,Don Bosko,3.204,0,1,4,2025,224.0,0,5.41610040220442,early,mid
Entire home/apt,0,4.92,0,4,4,6,8,41.31609161919168,19.858190082013607,Ali Demi,4.563,0,1,1,2025,347.0,0,5.8522024797744745,new,premium
Private room,1,4.92,0,1,4,1,2,41.320988353262265,19.856820957285585,Don Bosko,4.293,0,0,1,2025,206.0,0,5.332718793265369,early,mid
Entire home/apt,28,4.96,0,2,3,1,4,41.32182,19.84129,Don Bosko,2.586,0,1,11,2025,426.0,0,6.056784013228625,active,premium
Private room,2,4.92,0,1,3,1,3,41.32081276997039,19.85772618727349,Don Bosko,4.395,0,0,1,2025,206.0,0,5.332718793265369,early,mid
Entire home/apt,211,4.83,1,1,1,1,2,41.32244,19.84044,Don Bosko,2.478,0,1,84,2018,206.0,1,5.332718793265369,veteran,mid
Entire home/apt,7,5.0,0,1,2,1,2,41.3276343989882,19.84503192869196,Kinostudio,2.923,0,1,3,2025,321.0,0,5.7745515455444085,early,premium
Entire home/apt,3,5.0,0,1,2,1,2,41.32404,19.84094,Kinostudio,2.498,0,1,1,2025,231.0,0,5.44673737166631,early,mid
Entire home/apt,0,4.92,1,1,2,1,4,41.32212813100048,19.85030988663343,Don Bosko,3.559,0,1,1,2025,577.0,0,6.359573868672378,new,luxury
Entire home/apt,0,4.92,0,2,2,2,4,41.3287914,19.8456044,Kinostudio,2.99,0,1,1,2025,281.0,0,5.641907070938114,new,mid
Entire home/apt,0,4.92,0,2,3,1,4,41.3184691,19.8414622,Don Bosko,2.718,0,1,1,2025,352.0,0,5.8664680569332965,new,premium
Entire home/apt,2,4.92,0,1,1,1,3,41.32871232899708,19.845753349363804,Kinostudio,3.006,0,1,1,2025,322.0,0,5.777652323222656,early,premium
Entire home/apt,1,4.92,0,1,2,1,3,41.32787292238636,19.848108999431133,Don Bosko,3.265,0,1,1,2025,327.0,0,5.793013608384144,early,premium
Entire home/apt,38,4.87,0,2,3,1,5,41.323818,19.843006,Don Bosko,2.729,0,1,15,2024,268.0,0,5.594711379601839,active,mid
Entire home/apt,1,4.92,0,1,5,1,4,41.31798831020747,19.840361773967743,Don Bosko,2.626,0,1,1,2025,419.0,0,6.040254711277414,early,premium
Entire home/apt,0,4.92,1,1,2,1,4,41.32259,19.84965,Don Bosko,3.478,0,1,1,2025,594.0,0,6.38856140554563,new,luxury
Entire home/apt,1,4.92,1,1,2,1,3,41.34424192974262,19.8663920826518,Astir,5.611,0,1,1,2025,557.0,0,6.324358962381311,early,luxury
Entire home/apt,26,5.0,1,2,3,1,4,41.34477,19.85585,Astir,4.547,0,1,10,2025,371.0,0,5.918893854273146,active,premium
Entire home/apt,2,4.92,0,1,2,1,3,41.3495389335421,19.85669005662203,Astir,4.875,0,1,1,2025,255.0,0,5.545177444479562,early,mid
Entire home/apt,1,4.92,0,2,2,2,5,41.3488455,19.8572341,Astir,4.89,0,1,1,2025,264.0,0,5.579729825986222,early,mid
Entire home/apt,11,4.64,0,1,1,1,2,41.34512338432539,19.862683787941933,Astir,5.26,0,1,4,2025,281.0,0,5.641907070938114,active,mid
Entire home/apt,3,5.0,0,1,1,1,3,41.34562101915586,19.85065173357725,Astir,4.077,0,1,1,2025,501.0,0,6.218600119691729,early,luxury
Entire home/apt,62,4.9,1,2,1,1,5,41.337462760121056,19.85026180744171,Kinostudio,3.674,0,1,25,2023,495.0,0,6.206575926724928,established,premium
Entire home/apt,3,4.67,0,1,1,1,3,41.34512,19.86408,Astir,5.404,0,1,1,2025,278.0,0,5.631211781821365,early,mid
Entire home/apt,3,3.67,0,1,2,1,3,41.34433,19.85107,Astir,4.05,0,1,1,2025,253.0,0,5.537334267018537,early,mid
Entire home/apt,0,4.92,0,1,1,1,4,41.33546144537127,19.86120764199361,Astir,4.8,0,1,1,2025,255.0,0,5.545177444479562,new,mid
