room_type,review_count,avg_rating,is_superhost,bedrooms,beds,bathrooms,persons,lat,lng,neighborhood,dist_center_km,is_tourist_zone,is_entire_home,est_active_months,est_start_year,price_eur_night,early_adopter,log_price,maturity,price_tier
Entire home/apt,28,4.68,0,3,4,2,6,41.34487275030076,19.856560262178714,Astir,4.624,0,1,11,2025,326.0,0,5.7899601708972535,active,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.344972629939306,19.85186841134428,Astir,4.161,0,1,1,2025,462.0,0,6.137727054086234,new,premium
Entire home/apt,2,4.92,0,2,4,1,6,41.33437136942441,19.858196452260017,Astir,4.45,0,1,1,2025,364.0,0,5.8998973535824915,early,premium
Private room,4,4.75,0,1,1,1,2,41.34624,19.85569,Astir,4.603,0,0,2,2025,412.0,0,6.023447592961033,early,premium
Entire home/apt,41,4.8,1,1,1,2,2,41.33928,19.85918,Astir,4.68,0,1,16,2024,190.5,0,5.254887808620701,active,mid
Entire home/apt,0,4.92,0,1,3,1,3,41.347429944541645,19.854755037412325,Astir,4.573,0,1,1,2025,317.0,0,5.762051382780177,new,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.344,19.86625,Astir,5.587,0,1,1,2025,362.0,0,5.8944028342648505,new,premium
Entire home/apt,2,4.92,0,1,1,1,2,41.34501955236826,19.863250024945057,Astir,5.314,0,1,1,2025,347.0,0,5.8522024797744745,early,premium
Entire home/apt,2,4.92,0,2,2,1,4,41.3449322144982,19.852650911639387,Astir,4.236,0,1,1,2025,422.0,0,6.0473721790462776,early,premium
Entire home/apt,0,4.92,1,1,2,1,3,41.34456126661111,19.867175264051472,Astir,5.704,0,1,1,2025,501.0,0,6.218600119691729,new,luxury
Entire home/apt,0,4.92,1,1,2,1,3,41.34423132548223,19.86643007842996,Astir,5.614,0,1,1,2025,501.0,0,6.218600119691729,new,luxury
Entire home/apt,0,4.92,1,1,2,1,3,41.34423203397032,19.866421628175623,Astir,5.613,0,1,1,2025,557.0,0,6.324358962381311,new,luxury
Entire home/apt,2,4.92,0,0,1,1,2,41.34961216696621,19.85892131924629,Astir,5.095,0,1,1,2025,189.0,0,5.247024072160486,early,mid
Entire home/apt,0,4.92,0,1,4,1,4,41.34698726062928,19.85930487513542,Astir,4.999,0,1,1,2025,290.0,0,5.673323267171493,new,mid
Entire home/apt,0,4.92,0,2,2,2,3,41.334038,19.850073,Kinostudio,3.557,0,1,1,2025,742.0,0,6.610696044717759,new,luxury
Entire home/apt,2,4.92,0,1,1,1,4,41.3377531,19.8565332,Astir,4.351,0,1,1,2025,469.0,0,6.152732694704104,early,premium
Entire home/apt,0,4.92,0,1,3,1,4,41.34911,19.8637,Astir,5.541,0,1,1,2025,352.0,0,5.8664680569332965,new,premium
Entire home/apt,0,4.92,0,1,3,1,4,41.34614746206669,19.855907777956624,Astir,4.62,0,1,1,2025,281.0,0,5.641907070938114,new,mid
Private room,4,4.25,0,1,1,1,2,41.34655,19.859829,Astir,5.031,0,0,2,2025,577.0,0,6.359573868672378,early,luxury
Entire home/apt,4,5.0,0,2,4,2,6,41.345324394291765,19.85849324317574,Astir,4.84,0,1,2,2025,287.0,0,5.662960480135946,early,mid
Entire home/apt,8,4.13,0,1,3,1,4,41.3333854,19.8656758,Astir,5.255,0,1,3,2025,352.0,0,5.8664680569332965,early,premium
Entire home/apt,0,4.92,0,2,2,1,4,41.34909,19.86371,Astir,5.541,0,1,1,2025,303.0,0,5.717027701406222,new,premium
Entire home/apt,2,4.92,0,2,3,1,4,41.34899406850455,19.863256971072705,Astir,5.491,0,1,1,2025,339.0,0,5.8289456176102075,early,premium
Entire home/apt,18,5.0,0,2,2,2,4,41.33607,19.85,Kinostudio,3.602,0,1,7,2025,421.0,0,6.045005314036012,active,premium
Entire home/apt,0,4.92,0,2,3,1,5,41.34954282229664,19.859732386776425,Astir,5.17,0,1,1,2025,251.0,0,5.529429087511423,new,mid
Entire home/apt,0,4.92,0,2,1,1,4,41.33866050763473,19.85846199095249,Astir,4.584,0,1,1,2025,562.0,0,6.333279628139691,new,luxury
Entire home/apt,49,4.94,1,2,3,1,4,41.3427,19.85469,Astir,4.337,0,1,20,2024,253.0,0,5.537334267018537,active,mid
Entire home/apt,13,5.0,1,1,1,1,2,41.34068457689709,19.86000560224056,Astir,4.813,0,1,5,2025,223.0,0,5.4116460518550396,active,mid
Entire home/apt,9,5.0,0,2,3,1,4,41.34984,19.86764,Astir,5.972,0,1,4,2025,544.0,0,6.300785794663244,early,luxury
Entire home/apt,2,4.92,0,2,3,1,5,41.34420466326447,19.85615266139294,Astir,4.552,0,1,1,2025,355.0,0,5.87493073085203,early,premium
Private room,0,4.89,0,1,1,1,2,41.34864874594475,19.85547029324605,Astir,4.708,0,0,1,2025,412.0,0,6.023447592961033,new,premium
Entire home/apt,0,4.92,0,1,1,1,4,41.34757,19.85362,Astir,4.471,0,1,1,2025,234.17,0,5.46030865686874,new,mid
Entire home/apt,0,4.92,0,1,2,1,4,41.33661,19.85685,Astir,4.354,0,1,1,2025,484.83,0,6.185858768469536,new,premium
Entire home/apt,0,4.92,0,1,1,2,4,41.349461,19.858547,Astir,5.05,0,1,1,2025,416.5,0,6.0342845442909105,new,premium
Entire home/apt,0,4.92,0,2,2,1,5,41.34003372960781,19.860061278045883,Astir,4.797,0,1,1,2025,562.0,0,6.333279628139691,new,luxury
Entire home/apt,45,4.89,1,2,2,1,4,41.36718,19.78261,Kashar,5.954,0,1,18,2024,371.0,0,5.918893854273146,active,premium
Entire home/apt,197,4.92,1,2,3,1,6,41.36919,19.78927,Kashar,5.664,0,1,79,2019,412.0,1,6.023447592961033,veteran,premium
Entire home/apt,26,4.85,1,1,1,1,4,41.36726,19.78426,Kashar,5.839,0,1,10,2025,371.0,0,5.918893854273146,active,premium
Entire home/apt,4,5.0,1,1,1,1,2,41.36264283825943,19.77793570607901,Kashar,5.974,0,1,2,2025,330.0,0,5.802118375377063,early,premium
Entire home/apt,138,4.93,1,2,2,1,5,41.35426549629021,19.777307733893394,Kashar,5.471,0,1,55,2021,377.0,0,5.934894195619588,established,premium
Private room,7,4.71,1,1,1,1,2,41.36262622797351,19.777934700250626,Kashar,5.973,0,0,3,2025,330.0,0,5.802118375377063,early,premium
Entire home/apt,105,4.89,1,2,3,1,5,41.35409989640598,19.77724201977253,Kashar,5.468,0,1,42,2022,340.0,0,5.831882477283517,established,premium
Entire home/apt,32,4.84,1,2,4,1,7,41.37746,19.78188,Kashar,6.889,0,1,13,2024,454.0,0,6.12029741895095,active,premium
Entire home/apt,8,5.0,0,2,7,1,8,41.35869,19.77559,Kashar,5.906,0,1,3,2025,742.0,0,6.610696044717759,early,luxury
Entire home/apt,0,4.92,0,1,1,1,4,41.35019659544341,19.79705516248941,Selvia,3.481,0,1,1,2025,525.0,0,6.26530121273771,new,luxury
Private room,1,4.92,0,1,2,2,4,41.37327,19.79778,Kashar,5.586,0,0,1,2025,352.0,0,5.8664680569332965,early,premium
Hotel room,3,4.33,0,5,8,5,2,41.37864,19.79838,Bathore,6.108,0,0,1,2025,371.0,0,5.918893854273146,early,premium
Private room,6,4.83,0,1,2,1,3,41.37213119799006,19.797007888555527,Kashar,5.508,0,0,2,2025,352.0,0,5.8664680569332965,early,premium
Private room,0,4.89,0,1,4,1,6,41.366483833227285,19.78683501474493,Kashar,5.589,0,0,1,2025,668.0,0,6.505784060128229,new,luxury
Entire home/apt,0,4.92,0,1,3,1,5,41.35948843679689,19.775023160754344,Kashar,6.009,0,1,1,2025,317.0,0,5.762051382780177,new,premium
Entire home/apt,0,4.92,0,1,1,2,3,41.37849,19.78422,Kashar,6.832,0,1,1,2025,522.0,0,6.259581464064923,new,luxury
Private room,10,5.0,1,1,1,1,2,41.36252532415542,19.77802287787199,Kashar,5.958,0,0,4,2025,371.0,0,5.918893854273146,early,premium
Entire home/apt,26,4.85,0,2,3,1,5,41.36348,19.77154,Mezez,6.584,0,1,10,2025,476.0,0,6.1675164908883415,active,premium
Entire home/apt,0,4.92,0,2,2,1,4,41.3608,19.78064,Kashar,5.613,0,1,1,2025,495.0,0,6.206575926724928,new,premium
Entire home/apt,0,4.92,0,2,4,2,4,41.36379,19.77202,Mezez,6.563,0,1,1,2025,330.0,0,5.802118375377063,new,premium
Entire home/apt,0,4.92,0,1,2,1,2,41.3582595,19.7789639,Kashar,5.578,0,1,1,2025,319.0,0,5.768320995793772,new,premium
Entire home/apt,2,4.92,1,2,4,1,6,41.37972511972424,19.78252312168479,Kashar,7.052,0,1,1,2025,541.0,0,6.295266001439646,early,luxury
Entire home/apt,0,4.92,0,2,3,1,4,41.35317700472492,19.772057980299,Kashar,5.91,0,1,1,2025,404.0,0,6.003887067106539,new,premium
Private room,0,4.89,0,1,3,1,9,41.37417,19.7985102,Kashar,5.644,0,0,1,2025,317.0,0,5.762051382780177,new,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.35476074911978,19.78125426918268,Kashar,5.141,0,1,1,2025,562.0,0,6.333279628139691,new,luxury
Entire home/apt,0,4.92,0,2,2,1,4,41.36465,19.77055,Mezez,6.751,0,1,1,2025,461.0,0,6.135564891081739,new,premium
Entire home/apt,0,4.92,0,2,4,1,8,41.35187,19.79144,Kashar,4.059,0,1,1,2025,686.0,0,6.532334292222349,new,luxury
Entire home/apt,85,4.91,1,3,6,2,8,41.37594,19.78429,Kashar,6.595,0,1,34,2023,610.0,0,6.415096959171596,established,luxury
Entire home/apt,4,5.0,0,3,5,1,8,41.35265695159822,19.784033274415368,Kashar,4.754,0,1,2,2025,419.0,0,6.040254711277414,early,premium
Entire home/apt,23,4.78,0,3,4,2,9,41.37845,19.78475,Kashar,6.796,0,1,9,2025,642.0,0,6.466144724237619,active,luxury
Entire home/apt,54,4.93,1,1,1,1,3,41.34564768950422,19.81046587228775,Selvia,2.212,0,1,22,2024,312.0,0,5.746203190540153,established,premium
Entire home/apt,0,4.92,1,1,1,1,2,41.345120631314856,19.82279598712921,Laprake,2.008,0,1,1,2025,305.0,0,5.723585101952381,new,premium
Entire home/apt,0,4.92,0,1,1,1,4,41.345770935689,19.80995870288804,Selvia,2.248,0,1,1,2025,412.0,0,6.023447592961033,new,premium
Entire home/apt,0,4.92,0,1,3,1,3,41.34556665386449,19.824713431298733,Laprake,2.114,0,1,1,2025,281.0,0,5.641907070938114,new,mid
Entire home/apt,1,4.92,0,1,1,1,3,41.34941550850856,19.82232797409768,Fresku,2.466,0,1,1,2025,317.0,0,5.762051382780177,early,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.34503805354071,19.80960488319397,Selvia,2.193,0,1,1,2025,330.0,0,5.802118375377063,new,premium
Entire home/apt,0,4.92,0,3,4,2,8,41.35465731533013,19.819974283605973,Fresku,3.018,0,1,1,2025,576.83,0,6.359279707764241,new,luxury
Entire home/apt,5,5.0,0,1,3,1,3,41.34865721749687,19.82826513658937,Laprake,2.577,0,1,2,2025,248.0,0,5.517452896464707,early,mid
Entire home/apt,1,4.92,0,1,1,1,3,41.34499981022937,19.80972725898028,Selvia,2.183,0,1,1,2025,495.0,0,6.206575926724928,early,premium
Entire home/apt,1,4.92,0,1,1,1,3,41.3451489,19.8269119,Laprake,2.161,0,1,1,2025,232.0,0,5.4510384535657,early,mid
Entire home/apt,0,4.92,0,1,2,1,4,41.34924521002683,19.829914573294065,Laprake,2.716,0,1,1,2025,405.0,0,6.0063531596017325,new,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.34603859877733,19.818115197122097,Fresku,2.059,0,1,1,2025,197.0,0,5.288267030694535,new,mid
Entire home/apt,10,4.8,0,1,1,1,2,41.34613,19.81785,Fresku,2.07,0,1,4,2025,495.0,0,6.206575926724928,early,premium
Entire home/apt,2,4.92,0,1,1,1,2,41.34589890343954,19.818180240690708,Fresku,2.043,0,1,1,2025,190.0,0,5.25227342804663,early,mid
Entire home/apt,1,4.92,0,1,2,1,3,41.34542175437958,19.81218705084823,Selvia,2.117,0,1,1,2025,412.0,0,6.023447592961033,early,premium
Entire home/apt,0,4.92,0,1,1,1,2,41.34616,19.81406,Selvia,2.134,0,1,1,2025,466.0,0,6.1463292576688975,new,premium
Entire home/apt,0,4.92,0,1,2,1,3,41.34934343341448,19.828942444531624,Laprake,2.678,0,1,1,2025,327.0,0,5.793013608384144,new,premium
Private room,0,4.89,0,2,3,1,4,41.35488460111425,19.82349269092083,Fresku,3.086,0,0,1,2025,338.0,0,5.82600010738045,new,premium
Private room,0,4.89,0,1,1,1,2,41.34581782129474,19.81014698836608,Selvia,2.244,0,0,1,2025,528.0,0,6.270988431858299,new,luxury
Entire home/apt,0,4.92,0,1,2,1,4,41.34960585045854,19.82844133135565,Laprake,2.681,0,1,1,2025,327.0,0,5.793013608384144,new,premium
Entire home/apt,0,4.92,0,1,2,1,4,41.34934185916289,19.82990384445801,Laprake,2.725,0,1,1,2025,327.0,0,5.793013608384144,new,premium
Entire home/apt,0,4.92,0,1,1,1,3,41.34606653780891,19.818224161863327,Fresku,2.062,0,1,1,2025,186.0,0,5.231108616854587,new,mid
Entire home/apt,0,4.92,0,1,2,1,4,41.34924768962025,19.829918028513536,Laprake,2.716,0,1,1,2025,327.0,0,5.793013608384144,new,premium
Entire home/apt,0,4.92,0,1,2,1,3,41.345878380456746,19.817368365606708,Fresku,2.045,0,1,1,2025,417.0,0,6.035481432524756,new,premium
Entire home/apt,1,4.92,0,1,1,1,3,41.34914,19.82267,Laprake,2.442,0,1,1,2025,293.0,0,5.683579767338681,early,mid
Entire home/apt,0,4.92,0,1,1,1,3,41.34594672710244,19.81798510998487,Fresku,2.049,0,1,1,2025,197.0,0,5.288267030694535,new,mid
Entire home/apt,1,4.92,0,2,2,1,2,41.35002092250912,19.82271753251553,Fresku,2.539,0,1,1,2025,725.0,0,6.587550014824796,early,luxury
Entire home/apt,0,4.92,0,3,1,2,12,41.35832842277665,19.828103708858933,Laprake,3.578,0,1,1,2025,656.0,0,6.487684018484611,new,luxury
Entire home/apt,4,4.75,0,1,1,1,2,41.34591,19.8177,Fresku,2.047,0,1,2,2025,218.0,0,5.389071729816501,early,mid
Entire home/apt,0,4.92,0,1,1,1,2,41.34608214338892,19.81822952628136,Fresku,2.063,0,1,1,2025,192.0,0,5.262690188904886,new,mid
Entire home/apt,0,4.92,0,4,4,2,12,41.35806888551019,19.82111692428589,Fresku,3.404,0,1,1,2025,247.17,0,5.514113995199193,new,mid
Entire home/apt,0,4.92,0,1,1,1,4,41.35048,19.82275,Fresku,2.59,0,1,1,2025,225.0,0,5.420534999272286,new,mid
Entire home/apt,2,4.92,0,1,1,1,2,41.34594597199224,19.8182962462306,Fresku,2.048,0,1,1,2025,204.0,0,5.3230099791384085,early,mid
Entire home/apt,2,4.92,0,1,1,1,2,41.3451489,19.8269119,Laprake,2.161,0,1,1,2025,218.0,0,5.389071729816501,early,mid
Entire home/apt,0,4.92,0,2,5,2,6,41.3566,19.82976,Laprake,3.456,0,1,1,2025,680.0,0,6.523562306149512,new,luxury
Entire home/apt,0,4.92,0,1,1,1,4,41.35059,19.82236,Fresku,2.595,0,1,1,2025,246.0,0,5.5093883366279774,new,mid
Entire home/apt,0,4.92,0,3,3,2,4,41.35790299803335,19.82066565221056,Fresku,3.382,0,1,1,2025,305.0,0,5.723585101952381,new,premium
Entire home/apt,7,5.0,0,2,3,1,6,41.35101985289108,19.82285868376493,Fresku,2.651,0,1,3,2025,660.0,0,6.493753839851687,early,luxury
Entire home/apt,0,4.92,0,3,3,2,6,41.3501884,19.8266665,Laprake,2.669,0,1,1,2025,441.0,0,6.091309882077698,new,premium
Entire home/apt,14,5.0,1,1,2,1,3,41.34557275450034,19.810640373541275,Selvia,2.197,0,1,6,2025,337.0,0,5.823045895483019,active,premium
Entire home/apt,0,4.92,0,1,1,1,2,41.3451489,19.8269119,Laprake,2.161,0,1,1,2025,186.0,0,5.231108616854587,new,mid
Entire home/apt,0,4.92,0,1,2,1,4,41.34924118297637,19.829995039564512,Laprake,2.72,0,1,1,2025,327.0,0,5.793013608384144,new,premium
Entire home/apt,0,4.92,0,1,1,1,4,41.35084389713155,19.828781074839704,Laprake,2.822,0,1,1,2025,327.0,0,5.793013608384144,new,premium
Entire home/apt,2,4.92,0,1,1,1,2,41.3459813,19.8183809,Fresku,2.052,0,1,1,2025,204.0,0,5.3230099791384085,early,mid
Entire home/apt,8,5.0,0,1,3,1,2,41.29876,19.87379,Sauk,6.897,0,1,3,2025,286.0,0,5.659482215759621,early,mid
Entire home/apt,8,4.75,0,1,2,1,2,41.31599,19.87088,Ali Demi,5.931,0,1,3,2025,723.0,0,6.584791392385716,early,luxury
Entire home/apt,0,4.92,0,1,3,1,4,41.3068,19.86785,Sauk,5.92,0,1,1,2025,495.0,0,6.206575926724928,new,premium
Entire home/apt,167,4.97,1,1,2,1,3,41.33232814298408,19.829066321253777,Center,1.269,1,1,67,2020,289.0,1,5.66988092298052,veteran,mid
Entire home/apt,487,4.96,1,2,3,3,5,41.331139588620445,19.828143306076527,Myslym Shyri,1.123,1,1,84,2018,498.0,1,6.212606095751519,veteran,premium
Entire home/apt,120,4.92,1,1,1,1,2,41.33283341970698,19.82875920832157,Bulevardi,1.264,1,1,48,2021,229.0,0,5.438079308923196,established,mid
Entire home/apt,79,4.96,1,1,3,1,3,41.33782156303917,19.826189004229736,Bulevardi,1.415,1,1,32,2023,316.0,0,5.75890177387728,established,premium
Entire home/apt,105,4.9,1,1,2,1,3,41.33249,19.82293,Myslym Shyri,0.726,1,1,42,2022,394.0,0,5.978885764901122,established,premium
Entire home/apt,138,4.79,1,1,1,1,2,41.32048,19.81763,Blloku,0.788,1,1,55,2021,347.0,0,5.8522024797744745,established,premium
Entire home/apt,118,4.95,1,1,1,1,2,41.33463,19.82375,Myslym Shyri,0.97,1,1,47,2022,392.0,0,5.973809611869261,established,premium
Entire home/apt,6,5.0,1,1,1,1,2,41.32085,19.81936,Blloku,0.742,1,1,2,2025,272.0,0,5.60947179518496,early,mid
Entire home/apt,35,5.0,1,1,2,1,4,41.32928,19.8274,Myslym Shyri,0.986,1,1,14,2024,368.0,0,5.910796644040527,active,premium
Entire home/apt,202,4.96,1,1,1,1,2,41.33323,19.82289,Myslym Shyri,0.788,1,1,81,2019,429.0,1,6.063785208687608,veteran,premium
Entire home/apt,14,4.86,0,2,2,2,4,41.32870175294938,19.824889115989208,Myslym Shyri,0.7,1,1,6,2025,550.0,0,6.311734809152915,active,luxury
Entire home/apt,73,4.79,0,1,2,1,4,41.33075438722658,19.821327018524176,Pazari i Ri,0.464,1,1,29,2023,363.0,0,5.8971538676367405,established,premium
Entire home/apt,16,4.94,1,1,1,1,3,41.332091485959765,19.823638200759888,Myslym Shyri,0.748,1,1,6,2025,493.0,0,6.202535517187923,active,premium
Entire home/apt,202,4.98,1,2,3,2,4,41.32366,19.81599,Blloku,0.522,1,1,81,2019,732.0,1,6.597145701886651,veteran,luxury
Entire home/apt,18,5.0,0,1,1,1,3,41.33086315269609,19.82540845870972,Myslym Shyri,0.833,1,1,7,2025,536.0,0,6.285998094508865,active,luxury
Entire home/apt,186,4.8,0,0,1,1,2,41.32421,19.81776,Blloku,0.38,1,1,74,2019,245.0,1,5.5053315359323625,veteran,mid
Entire home/apt,216,4.99,1,1,2,1,3,41.33505,19.82916,Bulevardi,1.432,1,1,84,2018,429.0,1,6.063785208687608,veteran,premium
Entire home/apt,211,5.0,1,1,1,1,2,41.33477,19.82971,Bulevardi,1.464,1,1,84,2018,421.0,1,6.045005314036012,veteran,premium
Entire home/apt,49,4.76,1,1,1,1,3,41.33018586987061,19.816765160188293,Blloku,0.367,1,1,20,2024,289.0,0,5.66988092298052,active,mid
Entire home/apt,13,4.85,0,1,1,1,4,41.32994993097543,19.82562130583704,Myslym Shyri,0.815,1,1,5,2025,234.0,0,5.459585514144159,active,mid
Entire home/apt,446,4.89,1,1,4,1,3,41.32186,19.81977,Blloku,0.637,1,1,84,2018,271.0,1,5.605802066295998,veteran,mid
Entire home/apt,168,4.78,1,2,3,2,4,41.32985,19.82483,Myslym Shyri,0.729,1,1,67,2020,293.0,1,5.683579767338681,veteran,mid
Entire home/apt,238,4.89,0,2,2,1,5,41.332966,19.820515,Pazari i Ri,0.639,1,1,84,2018,462.0,1,6.137727054086234,veteran,premium
Entire home/apt,90,4.98,1,1,1,1,2,41.32074818689113,19.828306673016343,Pazari i Ri,1.303,1,1,36,2022,189.0,0,5.247024072160486,established,mid
Entire home/apt,121,5.0,1,1,1,1,3,41.325361418617895,19.829520904893503,Myslym Shyri,1.224,1,1,48,2021,738.0,0,6.6052979209482015,established,luxury
Entire home/apt,135,4.71,0,2,3,1,6,41.328972026956,19.821998270237067,Pazari i Ri,0.401,1,1,54,2021,453.0,0,6.118097198041348,established,premium
Entire home/apt,16,5.0,1,1,1,1,2,41.33388301379348,19.82031872713561,Myslym Shyri,0.731,1,1,6,2025,300.0,0,5.707110264748875,active,mid
Entire home/apt,13,5.0,1,1,2,1,2,41.30391153798458,19.818258360028267,Shkoza,2.619,0,1,5,2025,391.0,0,5.971261839790462,active,premium
Entire home/apt,2,4.92,1,2,2,1,4,41.30694871719345,19.81349542737007,Shkoza,2.353,0,1,1,2025,405.0,0,6.0063531596017325,early,premium
Entire home/apt,4,5.0,1,1,1,1,2,41.30212887190588,19.81636938902437,Shkoza,2.828,0,1,2,2025,301.0,0,5.71042701737487,early,premium
Entire home/apt,10,4.9,1,1,1,1,2,41.31309870100336,19.8060891777277,Kombinat,2.125,0,1,4,2025,270.0,0,5.602118820879701,early,mid
Entire home/apt,18,4.94,0,1,2,1,2,41.31404003900258,19.8077642172575,Shkoza,1.925,0,1,7,2025,360.0,0,5.8888779583328805,active,premium
Entire home/apt,11,4.73,1,1,1,1,4,41.30299248555798,19.817799314016742,Shkoza,2.722,0,1,4,2025,234.0,0,5.459585514144159,active,mid
Entire home/apt,17,4.94,1,2,5,2,5,41.31054038114681,19.81159562062379,Shkoza,2.041,0,1,7,2025,698.0,0,6.54965074223381,active,luxury
Entire home/apt,9,5.0,1,1,1,1,2,41.31301,19.806006,Kombinat,2.138,0,1,4,2025,323.0,0,5.780743515792329,early,premium
Entire home/apt,17,5.0,1,2,3,2,5,41.3121763,19.8016968,Kombinat,2.541,0,1,7,2025,488.0,0,6.192362489474872,active,premium
Entire home/apt,6,5.0,0,1,1,1,3,41.30826899700976,19.810091458642628,Shkoza,2.339,0,1,2,2025,289.0,0,5.66988092298052,early,mid
Entire home/apt,0,4.92,0,2,3,2,5,41.30452358952488,19.81455589725885,Shkoza,2.592,0,1,1,2025,330.0,0,5.802118375377063,new,premium
Entire home/apt,24,4.83,1,1,1,1,4,41.31192968384698,19.80300564318896,Kombinat,2.454,0,1,10,2025,382.0,0,5.948034989180646,active,premium
Entire home/apt,10,4.5,0,2,3,1,4,41.31343439298243,19.800955429673195,Kombinat,2.513,0,1,4,2025,347.0,0,5.8522024797744745,early,premium
Entire home/apt,7,5.0,0,2,2,2,5,41.31326557098324,19.80722298836157,Shkoza,2.03,0,1,3,2025,566.0,0,6.340359303727752,early,luxury
Entire home/apt,9,5.0,0,1,2,1,4,41.3107286,19.8112296,Shkoza,2.038,0,1,4,2025,703.0,0,6.556778356158042,early,luxury
Entire home/apt,7,5.0,1,1,1,1,2,41.30763,19.81097,Shkoza,2.367,0,1,3,2025,412.0,0,6.023447592961033,early,premium
Entire home/apt,0,4.92,1,1,1,1,2,41.30638179094253,19.81333952397108,Shkoza,2.418,0,1,1,2025,317.0,0,5.762051382780177,new,premium
Entire home/apt,39,5.0,1,1,1,1,3,41.31278429899101,19.804399309014897,Kombinat,2.278,0,1,16,2024,351.0,0,5.863631175598097,active,premium
Entire home/apt,0,4.92,0,1,2,1,3,41.2995575,19.819420374868777,Shkoza,3.103,0,1,1,2025,300.0,0,5.707110264748875,new,mid
Entire home/apt,3,4.67,0,1,1,1,3,41.31355803932516,19.80281788855791,Kombinat,2.346,0,1,1,2025,305.0,0,5.723585101952381,early,premium
Entire home/apt,22,4.95,1,1,1,1,3,41.3120666951358,19.802990555763245,Kombinat,2.444,0,1,9,2025,389.0,0,5.966146739123692,active,premium
Entire home/apt,2,4.92,0,1,3,1,2,41.31297379278755,19.804943178295908,Kombinat,2.221,0,1,1,2025,242.0,0,5.493061443340548,early,mid
Entire home/apt,110,4.83,0,1,2,1,4,41.31274032592773,19.804981231689453,Kombinat,2.237,0,1,44,2022,298.0,0,5.700443573390686,established,mid
Entire home/apt,2,4.92,1,1,1,1,2,41.31381893172296,19.803316108882427,Kombinat,2.285,0,1,1,2025,437.0,0,6.082218910376446,early,premium
Entire home/apt,21,4.95,1,2,3,1,4,41.30678553078866,19.81224097997311,Shkoza,2.408,0,1,8,2025,454.0,0,6.12029741895095,active,premium
Entire home/apt,1,4.92,0,2,5,2,4,41.30659385116454,19.79880709592525,Kombinat,3.203,0,1,1,2025,723.0,0,6.584791392385716,early,luxury
Entire home/apt,12,4.58,1,2,4,2,4,41.30706,19.80905,Shkoza,2.509,0,1,5,2025,469.0,0,6.152732694704104,active,premium
Entire home/apt,31,4.84,1,1,3,1,3,41.30543,19.81231,Shkoza,2.55,0,1,12,2024,646.0,0,6.472346294500901,active,luxury
Entire home/apt,5,5.0,0,1,2,1,3,41.31419103279565,19.80475777459108,Kombinat,2.139,0,1,2,2025,536.0,0,6.285998094508865,early,luxury
Entire home/apt,9,5.0,0,1,2,1,3,41.30578,19.81304,Shkoza,2.491,0,1,4,2025,371.0,0,5.918893854273146,early,premium
Entire home/apt,7,5.0,1,1,1,0,4,41.31054281437438,19.811102226376534,Shkoza,2.063,0,1,3,2025,199.17,0,5.299167005502614,early,mid
Entire home/apt,8,5.0,1,1,2,1,3,41.31431,19.81529,Shkoza,1.512,0,1,3,2025,677.0,0,6.519147287940395,early,luxury
Entire home/apt,28,5.0,0,1,1,1,3,41.3142896694726,19.805851342852783,Kombinat,2.046,0,1,11,2025,536.0,0,6.285998094508865,active,luxury
Entire home/apt,1,4.92,1,1,2,1,4,41.31081834045726,19.81179725378752,Shkoza,2.004,0,1,1,2025,577.0,0,6.359573868672378,early,luxury
Entire home/apt,1,4.92,0,1,1,1,2,41.310679954990256,19.81155075437012,Shkoza,2.029,0,1,1,2025,701.0,0,6.553933404025811,early,luxury
Entire home/apt,2,4.92,0,1,3,1,4,41.30454723070031,19.812297485768795,Shkoza,2.645,0,1,1,2025,437.0,0,6.082218910376446,early,premium
Entire home/apt,206,4.85,0,2,3,1,4,41.30543,19.81535,Shkoza,2.478,0,1,82,2019,249.0,1,5.521460917862246,veteran,mid
Entire home/apt,22,5.0,1,3,5,2,7,41.311304136353726,19.81063887476921,Shkoza,2.008,0,1,9,2025,206.5,0,5.335131339670753,active,mid
Entire home/apt,2,4.92,0,2,3,1,4,41.30321,19.81453,Shkoza,2.736,0,1,1,2025,460.0,0,6.133398042996649,early,premium
Entire home/apt,43,4.98,1,1,1,1,3,41.3076644,19.811016,Shkoza,2.361,0,1,17,2024,371.0,0,5.918893854273146,active,premium
Entire home/apt,4,5.0,0,1,1,1,3,41.31248,19.80315,Kombinat,2.4,0,1,2,2025,330.0,0,5.802118375377063,early,premium
Entire home/apt,18,5.0,1,1,2,1,3,41.31495868416106,19.80765856560671,Kombinat,1.855,0,1,7,2025,511.0,0,6.238324625039508,active,luxury
Private room,5,5.0,0,1,1,1,2,41.31343,19.81464,Shkoza,1.625,0,0,2,2025,265.0,0,5.583496308781699,early,mid
Entire home/apt,2,4.92,0,2,3,1,4,41.31497913807802,19.80819608303224,Shkoza,1.814,0,1,1,2025,492.0,0,6.20050917404269,early,premium
Entire home/apt,5,5.0,0,1,1,1,3,41.31197,19.80223,Kombinat,2.513,0,1,2,2025,330.0,0,5.802118375377063,early,premium
